Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Processed_Text,Sentiment_Score
marveling at the kaleidoscope of colors in a vibrant street market marvel colorfulstreetmarket,Positive,2015-08-22 15:00:00,MarketExplorer,Instagram,22.0,45.0,Brazil,2015,8,22,15,marvel kaleidoscop color vibrant street market marvel colorfulstreetmarket,0.8402
awash with serenity as the sun sets over a tranquil lakeside retreat serenity tranquilsunset,Positive,2020-11-20 18:45:00,LakesideRetreater,Facebook,28.0,55.0,Germany,2020,11,20,18,awash seren sun set tranquil lakesid retreat seren tranquilsunset,0.25
drowning in sorrow as memories of lost love resurface heartbreak lostlove,Negative,2019-08-05 21:00:00,LostInLove,Instagram,15.0,30.0,USA,2019,8,5,21,drown sorrow memori lost love resurfac heartbreak lostlov,-0.836
numbness sets in as the weight of loneliness grows heavier loneliness heavyheart,Negative,2021-02-12 16:45:00,SolitudeSeeker,Twitter,18.0,35.0,Canada,2021,2,12,16,numb set weight loneli grow heavier loneli heavyheart,-0.34
tears fall like raindrops mourning the end of a cherished friendship grief lostfriendship,Positive,2020-11-28 14:20:00,FriendshipsEnd,Facebook,22.0,45.0,UK,2020,11,28,14,tear fall like raindrop mourn end cherish friendship grief lostfriendship,0.25
despair clouds the mind feeling adrift in an endless sea of darkness despair endlessdarkness,Negative,2016-05-15 22:30:00,LostInDarkness,Instagram,28.0,55.0,Australia,2016,5,15,22,despair cloud mind feel adrift endless sea dark despair endlessdark,-0.5574
shattered by betrayal trust crumbles like fragile glass betrayal shatteredtrust,Negative,2018-09-10 13:15:00,BrokenTrust,Twitter,22.0,45.0,Germany,2018,9,10,13,shatter betray trust crumbl like fragil glass betray shatteredtrust,-0.5574
aching heart the symphony of pain plays in the silence of solitude suffering heartachesymphony,Negative,2022-03-20 19:30:00,SilentSufferer,Facebook,25.0,50.0,Brazil,2022,3,20,19,ach heart symphoni pain play silenc solitud suffer heartachesymphoni,-0.6597
emotional storm a whirlwind of sadness engulfs every thought emotionalstorm sadnesswhirlwind,Negative,2017-07-18 17:45:00,StormyFeelings,Instagram,30.0,60.0,India,2017,7,18,17,emot storm whirlwind sad engulf everi thought emotionalstorm sadnesswhirlwind,-0.4767
haunted by regrets the ghost of the past lingers relentlessly regret hauntedpast,Negative,2018-12-15 10:00:00,LingeringGhost,Twitter,18.0,35.0,France,2018,12,15,10,haunt regret ghost past linger relentlessli regret hauntedpast,-0.8625
torn apart by grief the echoes of loss reverberate through the soul grief tornapart,Negative,2015-06-28 21:15:00,EchoesOfLoss,Facebook,28.0,55.0,Italy,2015,6,28,21,torn apart grief echo loss reverber soul grief tornapart,-0.8658
isolation deepens an emotional winter where warmth is but a distant memory isolation emotionalwinter,Positive,2020-04-02 14:20:00,WinterOfEmotions,Instagram,35.0,70.0,Japan,2020,4,2,14,isol deepen emot winter warmth distant memori isol emotionalwint,0.4588
soulcrushing disappointment hopes shattered like fragile glass disappointment crushedhopes,Neutral,2019-10-08 18:30:00,ShatteredHopes,Twitter,20.0,40.0,Spain,2019,10,8,18,soulcrush disappoint hope shatter like fragil glass disappoint crushedhop,0.0
painful echoes of a love once cherished now lost in the abyss of time lostlove painfulechoes,Positive,2016-11-22 09:45:00,AbyssOfTime,Facebook,22.0,45.0,Netherlands,2016,11,22,9,pain echo love cherish lost abyss time lostlov painfulecho,0.296
heartache deepens a solitary journey through the abyss of despair despair abyssofheartache,Negative,2022-08-18 22:00:00,SolitaryDescent,Instagram,40.0,80.0,South Africa,2022,8,18,22,heartach deepen solitari journey abyss despair despair abyssofheartach,-0.5574
melancholy lingers a bittersweet serenade in the quietude of solitude melancholy quietserenade,Neutral,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,18.0,35.0,UK,2017,3,12,23,melancholi linger bittersweet serenad quietud solitud melancholi quietserenad,-0.0772
bitterness like a poison seeping into every crevice of the wounded heart bitterness woundedheart,Negative,2015-12-15 16:15:00,PoisonedHeart,Facebook,25.0,50.0,Australia,2015,12,15,16,bitter like poison seep everi crevic wound heart bitter woundedheart,-0.765
emotional exhaustion the weight of the world crushing weary shoulders exhaustion crushedspirit,Negative,2021-09-05 13:30:00,WearySoulCrushed,Instagram,35.0,70.0,Canada,2021,9,5,13,emot exhaust weight world crush weari shoulder exhaust crushedspirit,-0.6124
sorrowful echoes a symphony of pain played by the strings of loss sorrow symphonyofloss,Negative,2018-05-22 20:45:00,StringsOfSorrow,Twitter,18.0,35.0,Germany,2018,5,22,20,sorrow echo symphoni pain play string loss sorrow symphonyofloss,-0.875
darkness descends engulfing the soul in the shadows of despair darkness soulengulfed,Negative,2016-07-10 18:20:00,SoulInShadow,Facebook,28.0,55.0,USA,2016,7,10,18,dark descend engulf soul shadow despair dark soulengulf,-0.3182
desperation whispers the silent plea for a glimmer of hope in the abyss desperation glimmerofhope,Positive,2019-04-30 14:00:00,WhisperedDespair,Instagram,22.0,45.0,France,2019,4,30,14,desper whisper silent plea glimmer hope abyss desper glimmerofhop,0.4404
heart in ruins the remnants of shattered dreams scattered in the wind ruins shattereddreams,Negative,2022-01-08 11:30:00,DreamsInWind,Twitter,20.0,40.0,Brazil,2022,1,8,11,heart ruin remnant shatter dream scatter wind ruin shattereddream,-0.765
shattered by the echoes of a shattered dream fragments of hope scattered desolation scatteredhope,Positive,2017-09-10 19:15:00,DreamEchoes,Twitter,20.0,40.0,Australia,2017,9,10,19,shatter echo shatter dream fragment hope scatter desol scatteredhop,0.5994
avoiding the thorns of regret walking barefoot on the path of remorse regret pathofremorse,Negative,2022-04-18 11:30:00,RemorseWalker,Instagram,25.0,50.0,Canada,2022,4,18,11,avoid thorn regret walk barefoot path remors regret pathofremors,-0.7783
in the labyrinth of grief the walls echo with the footsteps of lost joy grief lostjoyfootsteps,Negative,2018-12-05 21:45:00,JoyLabyrinth,Facebook,18.0,35.0,USA,2018,12,5,21,labyrinth grief wall echo footstep lost joy grief lostjoyfootstep,-0.5994
a soul adrift in the sea of solitude waves of loneliness crashing relentlessly loneliness crashingwaves,Negative,2016-06-28 14:20:00,SolitudeSeas,Twitter,22.0,45.0,UK,2016,6,28,14,soul adrift sea solitud wave loneli crash relentlessli loneli crashingwav,-0.4019
the bitterness of betrayal a taste that lingers staining the palate of trust bitterness stainedtrust,Negative,2019-10-22 17:00:00,PalateStainer,Instagram,15.0,30.0,Germany,2019,10,22,17,bitter betray tast linger stain palat trust bitter stainedtrust,-0.7579
in the ruins of hope echoes of shattered dreams whisper tales of loss desolation whisperedloss,Negative,2021-03-15 22:45:00,HopeRuins,Facebook,28.0,55.0,Brazil,2021,3,15,22,ruin hope echo shatter dream whisper tale loss desol whisperedloss,-0.296
sinking like a stone in the ocean of heartbreak each ripple a sigh of despair heartbreak rippleofdespair,Negative,2017-08-10 19:30:00,OceanSinker,Twitter,22.0,45.0,France,2017,8,10,19,sink like stone ocean heartbreak rippl sigh despair heartbreak rippleofdespair,-0.7964
tears the ink staining the pages of a journal a testament to silent grief grief silenttears,Negative,2023-01-28 14:30:00,InkJournalist,Instagram,30.0,60.0,India,2023,1,28,14,tear ink stain page journal testament silent grief grief silenttear,-0.7506
in the wasteland of lost trust the echoes of broken promises reverberate betrayal reverberatingpromises,Negative,2016-12-12 10:00:00,TrustWasteland,Facebook,25.0,50.0,Italy,2016,12,12,10,wasteland lost trust echo broken promis reverber betray reverberatingpromis,-0.743
avoiding the shards of shattered dreams walking the tightrope of resilience resilience tightropewalk,Neutral,2020-07-18 15:15:00,DreamTightrope,Twitter,35.0,70.0,Japan,2020,7,18,15,avoid shard shatter dream walk tightrop resili resili tightropewalk,-0.0516
suffocating in the silence of solitude where echoes of laughter once thrived isolation silentsolitude,Positive,2022-05-20 20:30:00,EchoedLaughter,Instagram,30.0,60.0,South Africa,2022,5,20,20,suffoc silenc solitud echo laughter thrive isol silentsolitud,0.4939
haunted by the specter of lost possibilities a ghost that refuses to fade away regret fadingpossibilities,Negative,2019-11-08 14:45:00,PossibilityGhost,Twitter,18.0,35.0,Spain,2019,11,8,14,haunt specter lost possibl ghost refus fade away regret fadingposs,-0.8442
in the labyrinth of despair the echoes of a broken heart reverberate endlessly despair endlessreverberation,Negative,2017-03-28 22:00:00,EndlessLabyrinth,Facebook,28.0,55.0,Australia,2017,3,28,22,labyrinth despair echo broken heart reverber endlessli despair endlessreverber,-0.7717
sinking like autumn leaves in the river of sorrow carried away by the current sorrow autumnleaves,Negative,2020-09-15 18:15:00,RiverOfSorrow,Instagram,22.0,45.0,Canada,2020,9,15,18,sink like autumn leav river sorrow carri away current sorrow autumnleav,-0.6486
in the garden of broken dreams petals fall a silent testimony to shattered hopes desolation shatteredhopes,Positive,2018-06-10 13:30:00,DreamGardener,Twitter,20.0,40.0,UK,2018,6,10,13,garden broken dream petal fall silent testimoni shatter hope desol shatteredhop,0.2023
tears the currency of grief spent in the marketplace of lost love and longing grief lostlovelonging,Negative,2016-12-22 21:45:00,CurrencyOfTears,Facebook,25.0,50.0,USA,2016,12,22,21,tear currenc grief spent marketplac lost love long grief lostlovelong,-0.5423
wandering in the maze of betrayal the walls closing in with every wrong turn betrayal closingwalls,Negative,2021-01-05 16:20:00,MazeWanderer,Instagram,15.0,30.0,Germany,2021,1,5,16,wander maze betray wall close everi wrong turn betray closingwal,-0.91
a soul weathered by the storm of heartbreak seeking refuge in the calm after heartbreak calmafterstorm,Negative,2019-04-18 11:00:00,StormSeeker,Twitter,22.0,45.0,Brazil,2019,4,18,11,soul weather storm heartbreak seek refug calm heartbreak calmafterstorm,-0.7269
in the tapestry of despair threads of hope unravel leaving a portrait of sorrow despair unraveledhope,Negative,2017-08-28 19:30:00,TapestrySorrow,Facebook,18.0,35.0,India,2017,8,28,19,tapestri despair thread hope unravel leav portrait sorrow despair unraveledhop,-0.6249
like a withered rose in the garden of love petals fall a silent surrender to time loss silentsurrender,Positive,2023-02-10 14:30:00,WitheredRose,Instagram,28.0,55.0,France,2023,2,10,14,like wither rose garden love petal fall silent surrend time loss silentsurrend,0.6597
in the void of heartache echoes of a love song play each note a pang of longing heartache lovesonglonging,Positive,2022-07-10 22:15:00,LoveSongEcho,Instagram,30.0,60.0,Japan,2022,7,10,22,void heartach echo love song play note pang long heartach lovesonglong,0.765
nostalgia a bittersweet dance in the moonlit ballroom of cherished memories nostalgia cherishedmemories,Positive,2019-05-15 21:30:00,MoonlitMemories,Twitter,18.0,35.0,Italy,2019,5,15,21,nostalgia bittersweet danc moonlit ballroom cherish memori nostalgia cherishedmemori,0.3182
in the symphony of grief each tear is a note composing a melancholic melody grief melancholicmelody,Negative,2018-11-28 14:00:00,SymphonyOfTears,Facebook,22.0,45.0,Germany,2018,11,28,14,symphoni grief tear note compos melanchol melodi grief melancholicmelodi,-0.7506
betrayal a venomous serpent slithering through the garden of trust poisoning roots betrayal poisonedtrust,Negative,2021-03-02 17:45:00,VenomousGarden,Instagram,25.0,50.0,Canada,2021,3,2,17,betray venom serpent slither garden trust poison root betray poisonedtrust,-0.8625
sinking in the quicksand of despair the harder you fight the deeper you descend despair deepdescent,Negative,2016-10-18 19:30:00,QuicksandFighter,Twitter,20.0,40.0,USA,2016,10,18,19,sink quicksand despair harder fight deeper descend despair deepdesc,-0.7351
wandering through the cemetery of lost dreams tombstones marking untold sorrows desolation untoldsorrows,Negative,2020-08-15 12:30:00,DreamCemetery,Facebook,28.0,55.0,France,2020,8,15,12,wander cemeteri lost dream tombston mark untold sorrow desol untoldsorrow,-0.5719
swept away by the river of regret the currents of the past refusing to release regret pastcurrents,Negative,2017-04-28 16:20:00,RegretRiver,Instagram,18.0,35.0,UK,2017,4,28,16,swept away river regret current past refus releas regret pastcurr,-0.6808
whispers of lost love linger in the attic of the heart forgotten but not erased loss forgottenlove,Neutral,2019-09-10 21:00:00,HeartAttic,Twitter,22.0,45.0,Australia,2019,9,10,21,whisper lost love linger attic heart forgotten eras loss forgottenlov,-0.0772
in the gallery of broken promises each shattered vow framed a painful exhibition betrayal shatteredvows,Negative,2022-01-28 13:45:00,PromiseGallery,Facebook,15.0,30.0,Brazil,2022,1,28,13,galleri broken promis shatter vow frame pain exhibit betray shatteredvow,-0.891
the echoes of solitude a silent conversation between a soul and its shadows solitude shadowconversation,Neutral,2016-06-15 22:30:00,EchoedConversation,Instagram,30.0,60.0,Spain,2016,6,15,22,echo solitud silent convers soul shadow solitud shadowconvers,0.0
dancing on sunshine each step a celebration of the joy found in simple moments joy simplemoments,Positive,2021-08-20 15:45:00,SunshineDancer,Instagram,40.0,80.0,USA,2021,8,20,15,danc sunshin step celebr joy found simpl moment joy simplemo,0.8225
laughter echoes in the air a chorus of happiness that lifts the spirit higher happiness spiritlifter,Positive,2018-04-12 18:30:00,EchoedLaughter,Twitter,35.0,70.0,Canada,2018,4,12,18,laughter echo air choru happi lift spirit higher happi spiritlift,0.5994
in the garden of contentment each bloom whispers tales of inner peace and joy contentment innerpeace,Positive,2022-02-15 12:20:00,GardenOfJoy,Facebook,25.0,50.0,UK,2022,2,15,12,garden content bloom whisper tale inner peac joy content innerpeac,0.5859
chasing dreams under the vibrant sky a journey fueled by hope and enthusiasm enthusiasm hopefuljourney,Positive,2019-10-28 14:15:00,DreamChaser,Instagram,30.0,60.0,Australia,2019,10,28,14,chase dream vibrant sky journey fuel hope enthusiasm enthusiasm hopefuljourney,0.9201
serenading the stars with a heart full of gratitude a melody of thankfulness gratitude thankfulmelody,Positive,2017-12-22 21:00:00,StarSerenader,Twitter,22.0,45.0,India,2017,12,22,21,serenad star heart full gratitud melodi thank gratitud thankfulmelodi,0.3612
basking in the glow of accomplishment each milestone a stepping stone to happiness accomplishment happinessmilestone,Positive,2020-06-10 17:30:00,GlowAchiever,Facebook,28.0,55.0,Germany,2020,6,10,17,bask glow accomplish mileston step stone happi accomplish happinessmileston,0.6808
in the dance of positivity every step is a rhythm uplifting the soul in harmony positivity soulupliftment,Neutral,2016-09-18 19:45:00,DanceHarmony,Instagram,18.0,35.0,France,2016,9,18,19,danc posit everi step rhythm uplift soul harmoni posit souluplift,0.0
overflowing with joy a cup of laughter shared with friends a moment cherished joy cherishedmoment,Positive,2023-03-10 14:30:00,LaughterCup,Twitter,20.0,40.0,Japan,2023,3,10,14,overflow joy cup laughter share friend moment cherish joy cherishedmo,0.9571
draped in the warmth of kindness a quilt of compassion stitched with love kindness lovestitches,Positive,2019-05-05 12:15:00,QuiltedCompassion,Facebook,25.0,50.0,Brazil,2019,5,5,12,drape warmth kind quilt compass stitch love kind lovestitch,0.9325
in the garden of friendships each bloom a testament to the beauty of camaraderie friendship camaraderieblooms,Positive,2018-08-28 16:00:00,FriendshipGarden,Instagram,30.0,60.0,South Africa,2018,8,28,16,garden friendship bloom testament beauti camaraderi friendship camaraderiebloom,0.7003
in the embrace of love each heartbeat is a melody dancing to the rhythm of affection love rhythmofaffection,Positive,2022-11-15 20:45:00,MelodyOfLove,Twitter,35.0,70.0,USA,2022,11,15,20,embrac love heartbeat melodi danc rhythm affect love rhythmofaffect,0.8555
surrounded by the colors of joy a canvas painted with laughter and endless smiles joy endlesssmiles,Positive,2019-07-02 17:00:00,ColorfulLaughter,Instagram,40.0,80.0,Canada,2019,7,2,17,surround color joy canva paint laughter endless smile joy endlesssmil,0.9231
in the symphony of excitement each note is a burst of energy igniting the soul with fervor excitement ignitedsoul,Neutral,2021-04-18 14:20:00,SymphonyFervor,Facebook,30.0,60.0,UK,2021,4,18,14,symphoni excit note burst energi ignit soul fervor excit ignitedsoul,0.0
a surprise gift wrapped in anticipation unfolds a moment of delight and wonder surprise wonderfulmoment,Positive,2023-02-05 19:30:00,WrappedDelight,Twitter,25.0,50.0,Australia,2023,2,5,19,surpris gift wrap anticip unfold moment delight wonder surpris wonderfulmo,0.7783
lost in the maze of curiosity each twist and turn unveils the treasures of discovery curiosity treasuresofdiscovery,Negative,2018-09-22 12:45:00,MazeDiscovery,Instagram,22.0,45.0,India,2018,9,22,12,lost maze curios twist turn unveil treasur discoveri curios treasuresofdiscoveri,-0.3182
floating on clouds of gratitude each raindrop a blessing a shower of thankfulness gratitude showerofthankfulness,Positive,2016-12-10 21:15:00,CloudsOfBlessings,Facebook,28.0,55.0,Germany,2016,12,10,21,float cloud gratitud raindrop bless shower thank gratitud showerofthank,0.6486
like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance inspiration brillianttrails,Positive,2020-05-28 16:00:00,CometCreativity,Twitter,18.0,35.0,France,2020,5,28,16,like comet inspir streak sky creativ leav trail brillianc inspir brillianttrail,0.3612
in the celebration of success fireworks of accomplishment light up the night sky of triumph success nightskytriumph,Positive,2017-11-15 22:30:00,FireworksTriumph,Instagram,22.0,45.0,Japan,2017,11,15,22,celebr success firework accomplish light night sky triumph success nightskytriumph,0.9231
a symphony of laughter each note a key to unlocking the door of boundless happiness happiness boundlesslaughter,Positive,2021-08-02 19:00:00,LaughterSymphony,Facebook,30.0,60.0,Brazil,2021,8,2,19,symphoni laughter note key unlock door boundless happi happi boundlesslaught,0.4939
in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride thrill wildheartride,Positive,2019-03-28 15:30:00,EmotionCarnival,Instagram,35.0,70.0,South Africa,2019,3,28,15,carniv emot rollercoast thrill send heart wild ride thrill wildheartrid,0.6124
standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams reflection parisiandreams,Positive,2018-05-12 17:30:00,ParisDreamer,Twitter,28.0,55.0,France,2018,5,12,17,stand grandeur eiffel tower moment reflect beauti parisian dream reflect parisiandream,0.6597
lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies enchantment childhoodfantasies,Negative,2022-09-28 15:45:00,DisneylandExplorer,Instagram,30.0,60.0,USA,2022,9,28,15,lost enchant disneyland ride journey realm childhood fantasi enchant childhoodfantasi,-0.3182
exploring the wonders of ferrari world the roar of engines creating a symphony of speed excitement symphonyofspeed,Neutral,2019-11-10 14:00:00,FerrariSpeedster,Facebook,22.0,45.0,Italy,2019,11,10,14,explor wonder ferrari world roar engin creat symphoni speed excit symphonyofspe,0.0
amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy joy springtimecolors,Positive,2021-04-02 18:20:00,KeukenhofAdventurer,Instagram,35.0,70.0,Netherlands,2021,4,2,18,amidst tulip field keukenhof tapestri color paint soul springtim joy joy springtimecolor,0.8225
wandering through the historical streets of kyoto each step a journey into the heart of japans traditions exploration japanesetraditions,Neutral,2017-08-22 21:30:00,KyotoAdventurer,Twitter,18.0,35.0,Japan,2017,8,22,21,wander histor street kyoto step journey heart japan tradit explor japanesetradit,0.0
in the embrace of the grand canyon natures masterpiece a moment to marvel at earths grandeur awe earthsgrandeur,Positive,2020-06-15 16:45:00,CanyonMarveler,Instagram,25.0,50.0,USA,2020,6,15,16,embrac grand canyon natur masterpiec moment marvel earth grandeur awe earthsgrandeur,0.8481
journeying through the serenity of santorini where each sunset paints the sky with hues of tranquility serenity sunsethues,Neutral,2016-09-10 19:15:00,SantoriniTraveler,Facebook,22.0,45.0,Greece,2016,9,10,19,journey seren santorini sunset paint sky hue tranquil seren sunsethu,0.0516
amazed by the architectural marvels of petra each stone telling tales of an ancient civilization amazement ancienttales,Positive,2023-01-28 13:00:00,PetraExplorer,Twitter,30.0,60.0,Jordan,2023,1,28,13,amaz architectur marvel petra stone tell tale ancient civil amaz ancienttal,0.4215
embarking on a gondola ride in venice each canal reflecting the romance of this timeless city romance timelesscity,Neutral,2019-04-18 16:30:00,VeniceRomantic,Instagram,20.0,40.0,Italy,2019,4,18,16,embark gondola ride venic canal reflect romanc timeless citi romanc timelessc,0.0
at the summit of machu picchu a breathtaking panorama that whispers the secrets of ancient civilizations awe ancientcivilizations,Neutral,2017-11-05 22:00:00,MachuPicchuAdventurer,Facebook,28.0,55.0,Peru,2017,11,5,22,summit machu picchu breathtak panorama whisper secret ancient civil awe ancientcivil,0.0
in the heart of new york city times square dazzles with lights a vibrant spectacle of urban energy excitement urbanenergy,Positive,2022-07-20 21:45:00,TimesSquareExplorer,Instagram,35.0,70.0,USA,2022,7,20,21,heart new york citi time squar dazzl light vibrant spectacl urban energi excit urbanenergi,0.5267
captivated by the historical charm of the colosseum each stone echoing tales of gladiator valor captivation gladiatortales,Positive,2018-03-15 17:30:00,ColosseumAdventurer,Twitter,25.0,50.0,Italy,2018,3,15,17,captiv histor charm colosseum stone echo tale gladiat valor captiv gladiatortal,0.4019
sailing the azure waters of the maldives each wave a whisper of serenity in paradise serenity paradisewhispers,Neutral,2019-10-28 14:15:00,MaldivesSailor,Facebook,22.0,45.0,Maldives,2019,10,28,14,sail azur water maldiv wave whisper seren paradis seren paradisewhisp,0.0
in the midst of the amazon rainforest a symphony of wildlife creates an orchestra of natures wonders wonder natureorchestra,Positive,2021-06-10 16:00:00,AmazonExplorer,Instagram,30.0,60.0,Brazil,2021,6,10,16,midst amazon rainforest symphoni wildlif creat orchestra natur wonder wonder natureorchestra,0.1779
walking the great wall of china each step a testament to ancient engineering marvels awe engineeringmarvels,Positive,2017-08-18 19:30:00,GreatWallWalker,Twitter,18.0,35.0,China,2017,8,18,19,walk great wall china step testament ancient engin marvel awe engineeringmarvel,0.7845
at the summit of mount fuji a breathtaking sunrise that paints the sky with hues of accomplishment accomplishment sunrisehues,Positive,2020-04-15 05:30:00,FujiSummitAchiever,Facebook,28.0,55.0,Japan,2020,4,15,5,summit mount fuji breathtak sunris paint sky hue accomplish accomplish sunrisehu,0.6808
exploring the ancient ruins of angkor wat each stone whispering stories of khmer civilization exploration khmerstories,Negative,2016-11-22 13:00:00,AngkorWatAdventurer,Instagram,20.0,40.0,Cambodia,2016,11,22,13,explor ancient ruin angkor wat stone whisper stori khmer civil explor khmerstori,-0.5859
skiing down the slopes of the swiss alps each turn a dance with the majesty of snowcapped peaks adventure snowpeakdance,Neutral,2019-01-10 14:45:00,AlpsSkiAdventurer,Twitter,22.0,45.0,Switzerland,2019,1,10,14,ski slope swiss alp turn danc majesti snowcap peak adventur snowpeakd,0.0
in the tranquility of kyotos bamboo forest whispers of ancient zen wisdom echo through the groves tranquility zenwisdom,Positive,2023-02-28 16:20:00,KyotoBambooSeeker,Facebook,25.0,50.0,Japan,2023,2,28,16,tranquil kyoto bamboo forest whisper ancient zen wisdom echo grove tranquil zenwisdom,0.5859
cruising the fjords of norway each icy landscape a breathtaking masterpiece of natures grandeur grandeur icymasterpiece,Positive,2018-05-28 18:30:00,NorwayFjordExplorer,Instagram,22.0,45.0,Norway,2018,5,28,18,cruis fjord norway ici landscap breathtak masterpiec natur grandeur grandeur icymasterpiec,0.7783
at the front row of adeles concert each note of someone like you resonates with soulstirring emotion emotion adeleconcert,Positive,2022-09-15 20:00:00,AdeleConcertGoer,Instagram,40.0,80.0,USA,2022,9,15,20,front row adel concert note someon like reson soulstir emot emot adeleconcert,0.3612
dancing under the stars at beyoncs live show feeling the power of single ladies in every move energy beyonceconcert,Neutral,2019-07-28 21:30:00,BeyonceDancer,Twitter,35.0,70.0,USA,2019,7,28,21,danc star beyonc live show feel power singl ladi everi move energi beyonceconcert,0.0
in the crowd of a taylor swift concert the lyrics of love story create an enchanting fairy tale enchantment taylorswift,Positive,2021-05-10 19:45:00,SwiftieDreamer,Facebook,30.0,60.0,USA,2021,5,10,19,crowd taylor swift concert lyric love stori creat enchant fairi tale enchant taylorswift,0.7184
rocking out to the guitar solos at a queen tribute concert a journey back in time with freddies spirit nostalgia queentribute,Positive,2018-12-02 22:15:00,QueenTributeFan,Instagram,22.0,45.0,UK,2018,12,2,22,rock guitar solo queen tribut concert journey back time freddi spirit nostalgia queentribut,0.1779
swaying to ed sheerans acoustic melodies a serene evening filled with perfect moments serenity edsheeranconcert,Positive,2020-08-18 19:00:00,SheeranMelodyLover,Twitter,18.0,35.0,UK,2020,8,18,19,sway ed sheeran acoust melodi seren even fill perfect moment seren edsheeranconcert,0.5719
immersed in the pulsating beats of a bruno mars concert where uptown funk becomes a city of joy joy brunomars,Positive,2017-03-28 20:30:00,MarsJoyExplorer,Facebook,28.0,55.0,USA,2017,3,28,20,immers pulsat beat bruno mar concert uptown funk becom citi joy joy brunomar,0.8225
at a michael jackson tribute show moonwalking through the hits a celebration of the king of pop celebration mjtribute,Neutral,2022-01-15 21:15:00,MJTributeDancer,Instagram,25.0,50.0,USA,2022,1,15,21,michael jackson tribut show moonwalk hit celebr king pop celebr mjtribut,0.0
swinging to the rhythms of a frank sinatra tribute feeling the timeless charm of fly me to the moon charm sinatratribute,Positive,2019-06-10 18:45:00,SinatraCharmListener,Twitter,22.0,45.0,USA,2019,6,10,18,swing rhythm frank sinatra tribut feel timeless charm fli moon charm sinatratribut,0.6597
in the mosh pit of a metallica concert the thunderous chords create a symphony of headbanging ecstasy ecstasy metallicaconcert,Neutral,2023-03-20 22:30:00,MetallicaMoshWarrior,Facebook,35.0,70.0,USA,2023,3,20,22,mosh pit metallica concert thunder chord creat symphoni headbang ecstasi ecstasi metallicaconcert,0.0
experiencing the magic of a coldplay concert where fix you becomes a beacon of hope in the night hope coldplaymagic,Positive,2016-11-28 19:00:00,ColdplayHopeSeeker,Instagram,30.0,60.0,UK,2016,11,28,19,experienc magic coldplay concert fix becom beacon hope night hope coldplaymag,0.7003
at a justin bieber concert the infectious beats of baby create a dance floor of unbridled enthusiasm enthusiasm justinbieber,Positive,2018-08-05 20:00:00,BieberDanceEnthusiast,Instagram,40.0,80.0,Canada,2018,8,5,20,justin bieber concert infecti beat babi creat danc floor unbridl enthusiasm enthusiasm justinbieb,0.7003
in the spotlight at a lady gaga show each costume change is a metamorphosis of creativity and artistry creativity ladygaga,Neutral,2021-04-15 21:30:00,GagaArtisticChameleon,Twitter,35.0,70.0,USA,2021,4,15,21,spotlight ladi gaga show costum chang metamorphosi creativ artistri creativ ladygaga,0.0
immersed in the soulful melodies of adele tears flow freely moved by the emotion of hello emotion adelemelodies,Neutral,2019-11-28 19:45:00,AdeleMelodyTearjerker,Facebook,30.0,60.0,UK,2019,11,28,19,immers soul melodi adel tear flow freeli move emot hello emot adelemelodi,0.0
drenched in confetti at a katy perry concert a kaleidoscope of colors igniting the night sky colorful katyperry,Neutral,2020-06-22 22:00:00,KatyPerryColorExplosion,Instagram,22.0,45.0,USA,2020,6,22,22,drench confetti kati perri concert kaleidoscop color ignit night sky color katyperri,0.0
in the audience of a jayz performance the lyrics of empire state of mind become an anthem of pride pride jayzanthem,Positive,2017-09-10 20:15:00,JayZEmpireListener,Twitter,18.0,35.0,USA,2017,9,10,20,audienc jayz perform lyric empir state mind becom anthem pride pride jayzanthem,0.5859
dancing to shakiras rhythmic beats hips swaying to the hypnotic charm of hips dont lie hypnotic shakirarhythms,Positive,2022-02-28 21:15:00,ShakiraHipsDancer,Facebook,28.0,55.0,Colombia,2022,2,28,21,danc shakira rhythmic beat hip sway hypnot charm hip dont lie hypnot shakirarhythm,0.4019
at a u2 concert the anthemic chords of with or without you create a timeless moment of connection connection u2anthem,Neutral,2016-05-15 19:30:00,U2ConnectionSeeker,Instagram,25.0,50.0,Ireland,2016,5,15,19,u2 concert anthem chord without creat timeless moment connect connect u2anthem,0.0
rocking out at a guns n roses show the iconic riffs of sweet child o mine echoing in the night iconic gnrconcert,Positive,2018-12-10 22:30:00,GunsNRosesRiffRockstar,Twitter,22.0,45.0,USA,2018,12,10,22,rock gun n rose show icon riff sweet child mine echo night icon gnrconcert,0.1531
in the crowd of an ariana grande concert the high notes of into you create a euphoric symphony euphoria arianagrande,Positive,2023-01-22 20:00:00,ArianaEuphoriaChaser,Facebook,35.0,70.0,USA,2023,1,22,20,crowd ariana grand concert high note creat euphor symphoni euphoria arianagrand,0.8074
